period,stateid,stateDescription,sectorid,sectorName,customers,price,customers-units,price-units
2023-09,FL,Florida,IND,industrial,26814,9.42,number of customers,cents per kilowatthour
2023-09,FL,Florida,COM,commercial,1285716,11.77,number of customers,cents per kilowatthour
2023-09,FL,Florida,ALL,all sectors,11543136,13.74,number of customers,cents per kilowatthour
2023-09,CO,Colorado,TRA,transportation,1,10.81,number of customers,cents per kilowatthour
2023-09,CO,Colorado,RES,residential,2461390,15.03,number of customers,cents per kilowatthour
2023-09,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2023-09,CO,Colorado,IND,industrial,14850,8.97,number of customers,cents per kilowatthour
2023-09,CO,Colorado,COM,commercial,393437,12.57,number of customers,cents per kilowatthour
2023-09,CO,Colorado,ALL,all sectors,2869678,12.44,number of customers,cents per kilowatthour
2023-09,CA,California,TRA,transportation,12,15.18,number of customers,cents per kilowatthour
2023-09,CA,California,RES,residential,13815260,29.99,number of customers,cents per kilowatthour
2023-09,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2023-09,CA,California,IND,industrial,144248,20.63,number of customers,cents per kilowatthour
2023-09,CA,California,COM,commercial,1736178,27.33,number of customers,cents per kilowatthour
2023-09,CA,California,ALL,all sectors,15695698,27.01,number of customers,cents per kilowatthour
2023-09,WA,Washington,TRA,transportation,5,10.2,number of customers,cents per kilowatthour
2023-09,WA,Washington,RES,residential,3314341,11.38,number of customers,cents per kilowatthour
2023-09,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2023-09,WA,Washington,IND,industrial,26901,6.4,number of customers,cents per kilowatthour
2023-09,WA,Washington,COM,commercial,406860,10.01,number of customers,cents per kilowatthour
2023-09,WA,Washington,ALL,all sectors,3748107,9.55,number of customers,cents per kilowatthour
2023-09,TX,Texas,TRA,transportation,3,7.77,number of customers,cents per kilowatthour
2023-09,TX,Texas,RES,residential,12198817,14.55,number of customers,cents per kilowatthour
2023-09,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2023-09,TX,Texas,IND,industrial,351594,7.7,number of customers,cents per kilowatthour
2023-09,TX,Texas,COM,commercial,1564196,9.33,number of customers,cents per kilowatthour
2023-09,TX,Texas,ALL,all sectors,14114610,10.82,number of customers,cents per kilowatthour
2023-09,OH,Ohio,TRA,transportation,2,8.98,number of customers,cents per kilowatthour
2023-09,OH,Ohio,RES,residential,5082829,15.7,number of customers,cents per kilowatthour
2023-09,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2023-09,OH,Ohio,IND,industrial,19080,7.06,number of customers,cents per kilowatthour
2023-09,OH,Ohio,COM,commercial,625906,10.9,number of customers,cents per kilowatthour
2023-09,OH,Ohio,ALL,all sectors,5727817,11.2,number of customers,cents per kilowatthour
2023-09,NY,New York,TRA,transportation,8,19.09,number of customers,cents per kilowatthour
2023-09,NY,New York,RES,residential,7393254,23.33,number of customers,cents per kilowatthour
2023-09,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2023-09,NY,New York,IND,industrial,7162,6.97,number of customers,cents per kilowatthour
2023-09,NY,New York,COM,commercial,1192084,20.22,number of customers,cents per kilowatthour
2023-08,WA,Washington,ALL,all sectors,3757823,9.6,number of customers,cents per kilowatthour
2023-08,NY,New York,TRA,transportation,8,16.34,number of customers,cents per kilowatthour
2023-08,NY,New York,RES,residential,7401728,22.33,number of customers,cents per kilowatthour
2023-08,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2023-08,NY,New York,IND,industrial,7250,7.04,number of customers,cents per kilowatthour
2023-08,NY,New York,COM,commercial,1182877,19.62,number of customers,cents per kilowatthour
2023-08,NY,New York,ALL,all sectors,8591863,19.42,number of customers,cents per kilowatthour
2023-08,MN,Minnesota,TRA,transportation,1,13.4,number of customers,cents per kilowatthour
2023-08,MN,Minnesota,RES,residential,2574176,15.46,number of customers,cents per kilowatthour
2023-08,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2023-08,MN,Minnesota,IND,industrial,9484,9.85,number of customers,cents per kilowatthour
2023-08,MN,Minnesota,COM,commercial,306750,13.24,number of customers,cents per kilowatthour
2023-08,MN,Minnesota,ALL,all sectors,2890411,13.05,number of customers,cents per kilowatthour
2023-08,MA,Massachusetts,TRA,transportation,2,6.75,number of customers,cents per kilowatthour
2023-08,MA,Massachusetts,RES,residential,2881565,27.83,number of customers,cents per kilowatthour
2023-08,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2023-08,MA,Massachusetts,IND,industrial,10679,17.74,number of customers,cents per kilowatthour
2023-08,MA,Massachusetts,COM,commercial,446032,18.52,number of customers,cents per kilowatthour
2023-08,MA,Massachusetts,ALL,all sectors,3338278,22.28,number of customers,cents per kilowatthour
2023-08,OH,Ohio,TRA,transportation,2,7.31,number of customers,cents per kilowatthour
2023-08,OH,Ohio,RES,residential,5080307,15.74,number of customers,cents per kilowatthour
2023-08,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2023-08,OH,Ohio,IND,industrial,19117,7.09,number of customers,cents per kilowatthour
2023-08,OH,Ohio,COM,commercial,625328,10.81,number of customers,cents per kilowatthour
2023-08,CO,Colorado,TRA,transportation,1,9.89,number of customers,cents per kilowatthour
2023-08,CO,Colorado,RES,residential,2460075,14.43,number of customers,cents per kilowatthour
2023-08,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2023-08,CO,Colorado,IND,industrial,14891,8.83,number of customers,cents per kilowatthour
2023-08,CO,Colorado,COM,commercial,394383,12.45,number of customers,cents per kilowatthour
2023-08,CO,Colorado,ALL,all sectors,2869350,12.33,number of customers,cents per kilowatthour
2023-08,CA,California,TRA,transportation,12,13.82,number of customers,cents per kilowatthour
2023-08,CA,California,RES,residential,14497846,29.84,number of customers,cents per kilowatthour
2023-08,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2023-08,CA,California,IND,industrial,156077,22.05,number of customers,cents per kilowatthour
2023-08,CA,California,COM,commercial,1816748,28.11,number of customers,cents per kilowatthour
2023-08,CA,California,ALL,all sectors,16470683,27.74,number of customers,cents per kilowatthour
2023-08,TX,Texas,TRA,transportation,3,7,number of customers,cents per kilowatthour
2023-08,TX,Texas,RES,residential,12202112,14.01,number of customers,cents per kilowatthour
2023-08,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2023-08,TX,Texas,IND,industrial,351305,8.92,number of customers,cents per kilowatthour
2023-08,TX,Texas,COM,commercial,1575965,9.79,number of customers,cents per kilowatthour
2023-08,TX,Texas,ALL,all sectors,14129385,11.25,number of customers,cents per kilowatthour
2023-08,OH,Ohio,ALL,all sectors,5724754,11.4,number of customers,cents per kilowatthour
2023-08,FL,Florida,TRA,transportation,2,10.82,number of customers,cents per kilowatthour
2023-08,FL,Florida,RES,residential,10218272,14.93,number of customers,cents per kilowatthour
2023-08,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2023-08,FL,Florida,IND,industrial,26967,9.32,number of customers,cents per kilowatthour
2023-08,FL,Florida,COM,commercial,1286837,11.42,number of customers,cents per kilowatthour
2023-08,FL,Florida,ALL,all sectors,11532078,13.31,number of customers,cents per kilowatthour
2023-08,WA,Washington,TRA,transportation,5,10.38,number of customers,cents per kilowatthour
2023-08,WA,Washington,RES,residential,3323288,11.14,number of customers,cents per kilowatthour
2023-08,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2023-08,WA,Washington,IND,industrial,27573,6.72,number of customers,cents per kilowatthour
2023-08,WA,Washington,COM,commercial,406957,9.96,number of customers,cents per kilowatthour
2023-07,CA,California,ALL,all sectors,15688612,26.62,number of customers,cents per kilowatthour
2023-07,OH,Ohio,IND,industrial,19637,7.36,number of customers,cents per kilowatthour
2023-07,OH,Ohio,COM,commercial,625167,10.56,number of customers,cents per kilowatthour
2023-07,OH,Ohio,ALL,all sectors,5721265,11.49,number of customers,cents per kilowatthour
2023-07,NY,New York,TRA,transportation,8,15.83,number of customers,cents per kilowatthour
2023-07,NY,New York,RES,residential,7378284,22.33,number of customers,cents per kilowatthour
2023-07,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2023-07,NY,New York,IND,industrial,7060,7.02,number of customers,cents per kilowatthour
2023-07,NY,New York,COM,commercial,1181793,19.75,number of customers,cents per kilowatthour
2023-07,NY,New York,ALL,all sectors,8567145,19.47,number of customers,cents per kilowatthour
2023-07,MN,Minnesota,TRA,transportation,1,13.49,number of customers,cents per kilowatthour
2023-07,MN,Minnesota,RES,residential,2570555,15.45,number of customers,cents per kilowatthour
2023-07,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2023-07,MN,Minnesota,IND,industrial,9404,9.44,number of customers,cents per kilowatthour
2023-07,MN,Minnesota,COM,commercial,306572,13.13,number of customers,cents per kilowatthour
2023-07,MN,Minnesota,ALL,all sectors,2886532,12.82,number of customers,cents per kilowatthour
2023-07,MA,Massachusetts,TRA,transportation,2,6.62,number of customers,cents per kilowatthour
2023-07,MA,Massachusetts,RES,residential,2880558,27.39,number of customers,cents per kilowatthour
2023-07,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2023-07,MA,Massachusetts,IND,industrial,10714,17.99,number of customers,cents per kilowatthour
2023-07,MA,Massachusetts,COM,commercial,445804,18.69,number of customers,cents per kilowatthour
2023-07,MA,Massachusetts,ALL,all sectors,3337078,22.07,number of customers,cents per kilowatthour
2023-07,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2023-07,WA,Washington,TRA,transportation,5,10.07,number of customers,cents per kilowatthour
2023-07,WA,Washington,RES,residential,3323463,11.16,number of customers,cents per kilowatthour
2023-07,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2023-07,WA,Washington,IND,industrial,27139,6.38,number of customers,cents per kilowatthour
2023-07,WA,Washington,COM,commercial,408040,9.88,number of customers,cents per kilowatthour
2023-07,WA,Washington,ALL,all sectors,3758647,9.49,number of customers,cents per kilowatthour
2023-07,TX,Texas,TRA,transportation,3,7.48,number of customers,cents per kilowatthour
2023-07,TX,Texas,RES,residential,12153571,13.8,number of customers,cents per kilowatthour
2023-07,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2023-07,TX,Texas,IND,industrial,347884,6.47,number of customers,cents per kilowatthour
2023-07,TX,Texas,COM,commercial,1566555,8.91,number of customers,cents per kilowatthour
2023-07,TX,Texas,ALL,all sectors,14068013,10.1,number of customers,cents per kilowatthour
2023-07,OH,Ohio,TRA,transportation,2,6.08,number of customers,cents per kilowatthour
2023-07,OH,Ohio,RES,residential,5076459,15.85,number of customers,cents per kilowatthour
2023-07,FL,Florida,TRA,transportation,2,11.16,number of customers,cents per kilowatthour
2023-07,FL,Florida,RES,residential,10201328,14.97,number of customers,cents per kilowatthour
2023-07,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2023-07,FL,Florida,IND,industrial,26786,9.39,number of customers,cents per kilowatthour
2023-07,FL,Florida,COM,commercial,1285510,11.45,number of customers,cents per kilowatthour
2023-07,FL,Florida,ALL,all sectors,11513626,13.34,number of customers,cents per kilowatthour
2023-07,CO,Colorado,TRA,transportation,1,10.31,number of customers,cents per kilowatthour
2023-07,CO,Colorado,RES,residential,2456420,14.16,number of customers,cents per kilowatthour
2023-07,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2023-07,CO,Colorado,IND,industrial,14947,8.91,number of customers,cents per kilowatthour
2023-07,CO,Colorado,COM,commercial,393677,12.28,number of customers,cents per kilowatthour
2023-07,CO,Colorado,ALL,all sectors,2865045,12.16,number of customers,cents per kilowatthour
2023-07,CA,California,TRA,transportation,12,13.19,number of customers,cents per kilowatthour
2023-07,CA,California,RES,residential,13806566,29.38,number of customers,cents per kilowatthour
2023-07,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2023-07,CA,California,IND,industrial,143386,20.92,number of customers,cents per kilowatthour
2023-07,CA,California,COM,commercial,1738648,26.64,number of customers,cents per kilowatthour
2023-06,CA,California,ALL,all sectors,16138955,25.43,number of customers,cents per kilowatthour
2023-06,TX,Texas,IND,industrial,348232,6.48,number of customers,cents per kilowatthour
2023-06,TX,Texas,COM,commercial,1566274,8.74,number of customers,cents per kilowatthour
2023-06,TX,Texas,ALL,all sectors,14055026,9.96,number of customers,cents per kilowatthour
2023-06,NY,New York,TRA,transportation,8,15.71,number of customers,cents per kilowatthour
2023-06,NY,New York,RES,residential,7380234,21.71,number of customers,cents per kilowatthour
2023-06,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2023-06,NY,New York,IND,industrial,7175,6.62,number of customers,cents per kilowatthour
2023-06,NY,New York,COM,commercial,1184479,18.48,number of customers,cents per kilowatthour
2023-06,NY,New York,ALL,all sectors,8571896,18.23,number of customers,cents per kilowatthour
2023-06,WA,Washington,TRA,transportation,5,10.14,number of customers,cents per kilowatthour
2023-06,WA,Washington,RES,residential,3310164,11.21,number of customers,cents per kilowatthour
2023-06,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2023-06,WA,Washington,IND,industrial,27067,6.07,number of customers,cents per kilowatthour
2023-06,WA,Washington,COM,commercial,405238,9.86,number of customers,cents per kilowatthour
2023-06,WA,Washington,ALL,all sectors,3742474,9.36,number of customers,cents per kilowatthour
2023-06,TX,Texas,TRA,transportation,3,7.24,number of customers,cents per kilowatthour
2023-06,TX,Texas,RES,residential,12140517,14.22,number of customers,cents per kilowatthour
2023-06,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2023-06,MN,Minnesota,TRA,transportation,1,13.9,number of customers,cents per kilowatthour
